"","expedition_id","peak_id","peak_name","year","season","basecamp_date","highpoint_date","termination_date","termination_reason","highpoint_metres","members","member_deaths","hired_staff","hired_staff_deaths","oxygen_used","trekking_agency"
"2796","GAN373101","GAN3","Ganesh III",1973,"Spring",NA,NA,NA,"Did not attempt climb",6000,1,0,0,0,FALSE,NA
"2797","GAN380302","GAN3","Ganesh III",1980,"Autumn",NA,NA,NA,"Did not attempt climb",NA,9,0,0,0,FALSE,NA
"2798","GAN253101","GAN2","Ganesh II",1953,"Spring",NA,NA,NA,"Did not attempt climb",5800,4,0,0,0,FALSE,NA
"2799","GAN271101","GAN2","Ganesh II",1971,"Spring",NA,NA,NA,"Did not attempt climb",5400,1,0,0,0,FALSE,NA
"2800","LAMP53101","LAMP","Lampo",1953,"Spring",1953-05-13,NA,1953-05-20,"Route technically too difficult, lack of experience, strength, or motivation",NA,4,0,4,0,FALSE,NA
"2801","GANC49201","GANC","Ganchenpo",1949,"Summer",NA,NA,NA,"Bad weather (storms, high winds)",5640,2,0,0,0,FALSE,NA
"2802","GANC71301","GANC","Ganchenpo",1971,"Autumn",NA,NA,NA,"Other",6360,3,0,0,0,FALSE,NA
"2803","GANC75301","GANC","Ganchenpo",1975,"Autumn",NA,NA,NA,"Lack (or loss) of supplies or equipment",6100,2,0,0,0,FALSE,NA
"2804","GANC91101","GANC","Ganchenpo",1991,"Spring",NA,1991-04-16,NA,"Accident (death or serious injury)",5700,2,0,3,0,FALSE,NA
"2805","GANG71101","GANG","Gangapurna",1971,"Spring",1971-04-01,1971-05-10,NA,"Route technically too difficult, lack of experience, strength, or motivation",7000,7,0,4,0,FALSE,NA
"2806","GANG71301","GANG","Gangapurna",1971,"Autumn",1971-09-07,1971-10-15,1971-10-22,"Success (main peak)",7455,10,3,8,5,FALSE,NA
"2807","GAUR52301","GAUR","Gaurishankar",1952,"Autumn",NA,NA,NA,"Did not attempt climb",NA,4,0,0,0,FALSE,NA
"2808","GAUR54301","GAUR","Gaurishankar",1954,"Autumn",1954-09-16,1954-09-27,1954-10-04,"Did not attempt climb",5025,2,0,0,0,FALSE,NA
"2809","GAUR55101","GAUR","Gaurishankar",1955,"Spring",NA,NA,NA,"Did not attempt climb",NA,5,0,0,0,FALSE,NA
"2810","GAUR59301","GAUR","Gaurishankar",1959,"Autumn",NA,NA,NA,"Did not attempt climb",NA,3,0,0,0,FALSE,NA
"2811","GAUR73301","GAUR","Gaurishankar",1973,"Autumn",NA,NA,NA,"Did not reach base camp",NA,0,0,0,0,FALSE,NA
"2812","GHUN62301","GHUN","Ghustang North",1962,"Autumn",1962-10-05,1962-10-22,NA,"Success (main peak)",6529,1,0,5,0,FALSE,NA
"2813","GHUN65301","GHUN","Ghustang North",1965,"Autumn",1965-09-19,1965-10-17,NA,"Success (main peak)",6529,5,0,8,0,FALSE,NA
"2814","GHUN69301","GHUN","Ghustang North",1969,"Autumn",1969-10-04,1969-10-30,1969-11-08,"Success (main peak)",6529,2,0,1,0,FALSE,NA
"2815","GHUN88301","GHUN","Ghustang North",1988,"Autumn",1988-08-31,1988-09-19,NA,"Success (main peak)",6529,3,0,3,0,FALSE,"Adventure Nepal"
"2816","GHUS62301","GHUS","Ghustang South",1962,"Autumn",1962-10-05,NA,NA,"Bad conditions (deep snow, avalanching, falling ice, or rock)",NA,1,0,2,0,FALSE,NA
"2817","MATA61101","MATA","Matathumba",1961,"Spring",1961-05-04,1961-05-16,NA,"Success (main peak)",5767,3,0,3,0,FALSE,NA
"2818","GHYM53301","GHYM","Ghyuthumba Main",1953,"Autumn",NA,NA,NA,"Success (main peak)",5806,1,0,4,0,FALSE,NA
"2819","GIMM36201","GIMM","Gimmigela Chuli",1936,"Summer",NA,NA,NA,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6400,4,0,0,0,FALSE,NA
"2820","GIMM37101","GIMM","Gimmigela Chuli",1937,"Spring",NA,NA,NA,"Other",6350,3,0,5,0,FALSE,NA
"2821","GIMM37301","GIMM","Gimmigela Chuli",1937,"Autumn",1937-10-18,1937-11-17,NA,"Did not attempt climb",6600,3,0,6,0,FALSE,NA
"2822","GIMM39101","GIMM","Gimmigela Chuli",1939,"Spring",1939-06-08,1939-06-12,NA,"Route technically too difficult, lack of experience, strength, or motivation",6300,3,0,6,0,FALSE,NA
"2823","GIMM63101","GIMM","Gimmigela Chuli",1963,"Spring",1963-04-28,1963-05-23,NA,"Bad weather (storms, high winds)",7000,6,0,5,0,FALSE,NA
"2824","GLAC65101","GLAC","Glacier Dome",1965,"Spring",1965-04-06,1965-05-29,1965-06-03,"Success (main peak)",7069,8,0,9,0,FALSE,NA
"2825","GLAC69101","GLAC","Glacier Dome",1969,"Spring",1969-04-02,1969-05-04,NA,"Success (main peak)",7069,9,0,5,0,FALSE,NA
"2826","GLAC81101","GLAC","Glacier Dome",1981,"Spring",1981-04-06,1981-05-05,NA,"Success (main peak)",7069,10,0,4,0,FALSE,NA
"2827","GLAC82302","GLAC","Glacier Dome",1982,"Autumn",1982-09-14,1982-10-06,NA,"Success (main peak)",7069,3,0,0,0,FALSE,NA
"2828","GLAC83303","GLAC","Glacier Dome",1983,"Autumn",NA,NA,NA,"Other",6500,4,0,0,0,FALSE,NA
"2829","GLAC88301","GLAC","Glacier Dome",1988,"Autumn",1988-08-30,1988-10-13,NA,"Success (main peak)",7069,11,0,2,0,TRUE,"Asian Trekking"
"2830","GYAC55301","GYAC","Gyachung Kang",1955,"Autumn",NA,NA,NA,"Did not attempt climb",NA,8,0,0,0,FALSE,NA
"2831","LEOE55101","LEOE","Leonpo Gang East",1955,"Spring",1955-04-22,1955-05-11,1955-05-17,"Success (main peak)",6733,3,0,4,0,FALSE,NA
"2832","LEOE60101","LEOE","Leonpo Gang East",1960,"Spring",1960-04-18,1960-05-10,1960-05-31,"Success (main peak)",6733,3,0,1,0,FALSE,NA
"2833","LEOE61101","LEOE","Leonpo Gang East",1961,"Spring",1961-04-15,1961-05-11,1961-05-24,"Success (main peak)",6733,2,0,4,0,FALSE,NA
"2834","HIME53101","HIME","Himalchuli East",1953,"Spring",NA,1953-06-12,NA,"Lack (or loss) of supplies or equipment",5600,2,1,1,0,FALSE,NA
"2835","HIME55101","HIME","Himalchuli East",1955,"Spring",1955-05-05,1955-05-16,NA,"Accident (death or serious injury)",6100,6,1,4,0,FALSE,NA
"2836","HIME58301","HIME","Himalchuli East",1958,"Autumn",1958-09-19,1958-10-08,1958-10-11,"Did not attempt climb",6400,2,0,3,0,FALSE,NA
"2837","HIME59101","HIME","Himalchuli East",1959,"Spring",1959-03-06,1959-05-21,1959-05-27,"Route technically too difficult, lack of experience, strength, or motivation",7400,8,0,8,1,TRUE,NA
"2838","HIME60101","HIME","Himalchuli East",1960,"Spring",1960-04-19,1960-05-24,1960-06-02,"Success (main peak)",7893,10,0,15,1,TRUE,NA
"2839","HIME77101","HIME","Himalchuli East",1977,"Spring",1977-03-22,1977-05-13,1977-05-26,"Accident (death or serious injury)",7800,14,1,0,0,FALSE,NA
"2840","RANI78301","RANI","Rani Peak",1978,"Autumn",1978-10-14,1978-11-04,1978-11-07,"Success (main peak)",6693,2,0,0,0,FALSE,NA
"2841","HIMW60101","HIMW","Himalchuli West",1960,"Spring",1960-04-19,1960-05-24,1960-06-02,"Other",7450,2,0,1,0,FALSE,NA
"2842","HIMW78101","HIMW","Himalchuli West",1978,"Spring",1978-03-28,1978-05-07,1978-05-15,"Success (main peak)",7540,2,0,5,0,FALSE,NA
"2843","HIUP68301","HIUP","Hiunchuli",1968,"Autumn",NA,NA,NA,"Attempt rumoured",NA,0,0,0,0,FALSE,NA
"2844","HIUP71301","HIUP","Hiunchuli",1971,"Autumn",1971-09-23,1971-10-10,NA,"Success (main peak)",6434,8,0,0,0,FALSE,NA
"2845","HIUP73301","HIUP","Hiunchuli",1973,"Autumn",NA,NA,NA,"Success (subpeak)",6441,4,0,0,0,FALSE,NA
"2846","HIUP81301","HIUP","Hiunchuli",1981,"Autumn",1981-09-24,1981-10-08,NA,"Success (main peak)",6434,9,0,0,0,FALSE,NA
"2847","HIUP83301","HIUP","Hiunchuli",1983,"Autumn",NA,1983-10-09,NA,"Success (main peak)",6434,6,0,0,0,FALSE,NA
"2848","HNKU64101","HNKU","Hongku Chuli",1964,"Spring",1964-04-11,1964-05-16,1964-05-22,"Route technically too difficult, lack of experience, strength, or motivation",6500,3,0,3,0,FALSE,NA
"2849","HONG59301","HONG","Hongde",1959,"Autumn",NA,1959-10-21,NA,"Route technically too difficult, lack of experience, strength, or motivation",6250,4,0,4,0,FALSE,NA
"2850","HONG62101","HONG","Hongde",1962,"Spring",1962-05-06,1962-05-08,NA,"Success (main peak)",6556,4,0,5,0,FALSE,NA
"2851","JANU57301","JANU","Jannu",1957,"Autumn",1957-10-01,NA,1957-10-17,"Did not attempt climb",NA,3,0,0,0,FALSE,NA
"2852","JANU59101","JANU","Jannu",1959,"Spring",1959-04-04,1959-05-12,NA,"Route technically too difficult, lack of experience, strength, or motivation",7400,11,0,17,0,TRUE,NA
"2853","JANU62101","JANU","Jannu",1962,"Spring",1962-03-18,1962-04-27,NA,"Success (main peak)",7711,12,0,30,0,FALSE,NA
"2854","JANU74102","JANU","Jannu",1974,"Spring",NA,NA,NA,"Did not attempt climb",NA,1,0,0,0,FALSE,NA
"2855","JONG09301","JONG","Jongsang",1909,"Autumn",NA,NA,NA,"Other",NA,1,0,0,0,FALSE,NA
"2856","JONG30101","JONG","Jongsang",1930,"Spring",1930-04-26,1930-06-03,NA,"Success (main peak)",7462,6,0,4,0,TRUE,NA
"2857","JONG83101","JONG","Jongsang",1983,"Spring",1983-04-16,1983-04-21,NA,"Lack (or loss) of supplies or equipment",6145,4,0,3,0,FALSE,NA
"2858","JONG83102","JONG","Jongsang",1983,"Spring",NA,1983-06-11,NA,"Success (main peak)",7462,44,0,0,0,FALSE,NA
"2859","JUNC70301","JUNC","Junction Peak",1970,"Autumn",NA,NA,NA,"Route technically too difficult, lack of experience, strength, or motivation",6900,9,0,8,0,FALSE,NA
"2860","KABD25101","KABD","Kabru Dome",1925,"Spring",NA,NA,NA,"Other",6100,1,0,0,0,FALSE,NA
"2861","KABD59301","KABD","Kabru Dome",1959,"Autumn",NA,NA,NA,"Attempt rumoured",NA,1,0,0,0,FALSE,NA
"2862","KABD64101","KABD","Kabru Dome",1964,"Spring",NA,NA,NA,"Success (claimed)",6660,0,0,0,0,FALSE,NA
"2863","KABD81301","KABD","Kabru Dome",1981,"Autumn",1981-09-30,1981-10-12,1981-10-21,"Route technically too difficult, lack of experience, strength, or motivation",6000,5,0,4,0,FALSE,NA
"2864","KABD85101","KABD","Kabru Dome",1985,"Spring",1985-03-20,1985-04-03,NA,"Success (main peak)",6600,24,0,0,0,FALSE,"None"
"2865","KABN07301","KABN","Kabru North",1907,"Autumn",NA,NA,NA,"Bad weather (storms, high winds)",7270,2,0,0,0,FALSE,NA
"2866","KABN20401","KABN","Kabru North",1920,"Winter",NA,NA,NA,"Other",6400,1,0,0,0,FALSE,NA
"2867","KABN35301","KABN","Kabru North",1935,"Autumn",1935-10-21,1935-11-18,1935-11-26,"Success (main peak)",7338,2,0,4,0,FALSE,NA
"2868","KABN47101","KABN","Kabru North",1947,"Spring",NA,NA,NA,"Accident (death or serious injury)",6100,3,0,1,0,FALSE,NA
"2869","KABN51301","KABN","Kabru North",1951,"Autumn",NA,NA,NA,"Route technically too difficult, lack of experience, strength, or motivation",6100,1,0,3,0,FALSE,NA
"2870","KABN85101","KABN","Kabru North",1985,"Spring",1985-03-20,1985-04-04,NA,"Bad weather (storms, high winds)",7000,4,0,0,0,FALSE,"None"
"2871","KAG162101","KAG1","Kagmara I",1962,"Spring",NA,1962-05-23,NA,"Success (main peak)",5978,6,0,7,0,FALSE,NA
"2872","KAG166101","KAG1","Kagmara I",1966,"Spring",1966-05-08,1966-05-08,1966-05-09,"Other",5600,1,0,0,0,FALSE,NA
"2873","KAN181301","KAN1","Kande Hiunchuli North  I",1981,"Autumn",NA,NA,NA,"Did not attempt climb",NA,8,0,0,0,FALSE,NA
"2874","KAN280101","KAN2","Kande Hiunchuli North  II",1980,"Spring",1980-04-11,1980-05-03,1980-05-09,"Success (main peak)",6471,7,0,0,0,FALSE,NA
"2875","KAN284101","KAN2","Kande Hiunchuli North  II",1984,"Spring",1984-04-03,1984-04-19,1984-04-20,"Bad conditions (deep snow, avalanching, falling ice, or rock)",5800,2,0,1,0,FALSE,NA
"2876","KANB30101","KANB","Kangbachen",1930,"Spring",NA,NA,NA,"Did not attempt climb",NA,11,0,0,0,FALSE,NA
"2877","KANB49101","KANB","Kangbachen",1949,"Spring",1949-05-19,NA,1949-07-18,"Route technically too difficult, lack of experience, strength, or motivation",5490,6,0,0,0,FALSE,NA
"2878","KANC78101","KANC","Kangchenjunga Central",1978,"Spring",1978-04-17,1978-05-18,NA,"Other",8410,4,0,3,0,TRUE,NA
"2879","KANC78102","KANC","Kangchenjunga Central",1978,"Spring",1978-04-11,1978-05-22,1978-06-01,"Success (main peak)",8482,7,0,5,0,TRUE,NA
"2880","KANC84101","KANC","Kangchenjunga Central",1984,"Spring",1984-03-07,1984-05-17,1984-05-22,"Success (subpeak)",8482,7,0,6,0,TRUE,NA
"2881","KANC89101","KANC","Kangchenjunga Central",1989,"Spring",1989-03-09,1989-04-15,NA,"Success (main peak)",8482,16,0,3,0,TRUE,"Amtrek"
"2882","KANC91101","KANC","Kangchenjunga Central",1991,"Spring",1991-04-12,1991-05-01,NA,"Success (main peak)",8482,4,0,4,0,FALSE,NA
"2883","KANG05201","KANG","Kangchenjunga",1905,"Summer",NA,1905-09-01,NA,"Accident (death or serious injury)",6300,5,1,4,4,FALSE,NA
"2884","KANG10101","KANG","Kangchenjunga",1910,"Spring",NA,NA,NA,"Did not attempt climb",NA,1,0,0,0,FALSE,NA
"2885","KANG20301","KANG","Kangchenjunga",1920,"Autumn",NA,NA,NA,"Other",6400,2,0,0,0,FALSE,NA
"2886","KANG25101","KANG","Kangchenjunga",1925,"Spring",NA,NA,NA,"Did not attempt climb",NA,1,0,0,0,FALSE,NA
"2887","KAND63301","KAND","Kande Hiunchuli",1963,"Autumn",1963-09-07,1963-09-13,NA,"Route technically too difficult, lack of experience, strength, or motivation",6500,3,0,2,0,FALSE,NA
"2888","KAND72301","KAND","Kande Hiunchuli",1972,"Autumn",1972-09-30,1972-10-18,NA,"Success (main peak)",6627,4,0,1,0,FALSE,NA
"2889","KANG29201","KANG","Kangchenjunga",1929,"Summer",1929-08-10,1929-10-03,1929-10-18,"Bad weather (storms, high winds)",7400,10,0,25,0,FALSE,NA
"2890","KANG30101","KANG","Kangchenjunga",1930,"Spring",1930-04-26,1930-05-05,1930-05-21,"Bad weather (storms, high winds)",6400,12,0,11,1,FALSE,NA
"2891","KANG31201","KANG","Kangchenjunga",1931,"Summer",1931-07-03,1931-09-18,1931-10-09,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7940,10,1,30,3,FALSE,NA
"2892","KANG37301","KANG","Kangchenjunga",1937,"Autumn",1937-10-18,NA,1937-11-22,"Did not attempt climb",NA,3,0,6,0,FALSE,NA
"2893","KANG40101","KANG","Kangchenjunga",1940,"Spring",NA,NA,NA,"Did not attempt climb",NA,0,0,0,0,FALSE,NA
"2894","KANG53101","KANG","Kangchenjunga",1953,"Spring",NA,NA,NA,"Did not attempt climb",NA,2,0,0,0,FALSE,NA
"2895","KANG54101","KANG","Kangchenjunga",1954,"Spring",NA,1954-05-16,NA,"Did not attempt climb",6250,6,0,4,0,FALSE,NA
"2896","KANG55101","KANG","Kangchenjunga",1955,"Spring",1955-04-12,1955-05-25,1955-06-06,"Success (main peak)",8586,9,0,26,1,TRUE,NA
"2897","KANG87102","KANG","Kangchenjunga",1987,"Spring",1987-03-15,1987-05-25,NA,"Success (main peak)",8586,62,4,0,0,FALSE,NA
"2898","KANS84101","KANS","Kangchenjunga South",1984,"Spring",1984-03-07,1984-05-18,1984-05-22,"Success (main peak)",8476,5,0,4,0,TRUE,NA
"2899","KANS89101","KANS","Kangchenjunga South",1989,"Spring",1989-03-09,1989-04-15,NA,"Success (main peak)",8476,15,0,3,0,TRUE,"Amtrek"
"2900","KANS91101","KANS","Kangchenjunga South",1991,"Spring",1991-04-12,1991-04-30,NA,"Success (main peak)",8476,3,0,0,0,FALSE,NA
"2901","KARY75301","KARY","Karyolung",1975,"Autumn",NA,1975-10-09,NA,"Route technically too difficult, lack of experience, strength, or motivation",5700,0,0,0,0,FALSE,NA
"2902","KCHN53101","KCHN","Kangchung Nup",1953,"Spring",NA,1953-04-04,NA,"Success (main peak)",6043,5,0,2,0,TRUE,NA
"2903","KCHN53301","KCHN","Kangchung Nup",1953,"Autumn",NA,NA,NA,"Success (main peak)",6043,1,0,4,0,FALSE,NA
"2904","KCHN54101","KCHN","Kangchung Nup",1954,"Spring",NA,NA,NA,"Success (main peak)",6043,9,0,6,0,FALSE,NA
"2905","KGUR55201","KGUR","Kang Guru",1955,"Summer",NA,1955-07-02,NA,"Success (main peak)",6981,3,0,0,0,FALSE,NA
"2906","KGUR50201","KGUR","Kang Guru",1950,"Summer",1950-07-02,1950-07-06,1950-07-07,"Route technically too difficult, lack of experience, strength, or motivation",6275,6,0,4,0,FALSE,NA
"2907","KGUR65101","KGUR","Kang Guru",1965,"Spring",NA,NA,NA,"Attempt rumoured",6981,0,0,0,0,FALSE,NA
"2908","KOTA51301","KOTA","Kotang",1951,"Autumn",NA,1951-10-29,NA,"Accident (death or serious injury)",5200,1,1,3,0,FALSE,NA
"2909","KOTA53101","KOTA","Kotang",1953,"Spring",NA,1953-05-17,NA,"Route technically too difficult, lack of experience, strength, or motivation",6085,2,0,4,0,FALSE,NA
"2910","KOTA55101","KOTA","Kotang",1955,"Spring",1955-04-12,NA,NA,"Bad weather (storms, high winds)",NA,4,0,3,0,FALSE,NA
"2911","KOTA62101","KOTA","Kotang",1962,"Spring",NA,1962-05-26,NA,"Success (subpeak)",6038,3,0,2,0,FALSE,NA
"2912","KOTA63301","KOTA","Kotang",1963,"Autumn",NA,NA,NA,"Success (subpeak)",6038,0,0,0,0,FALSE,NA
"2913","KOTA66101","KOTA","Kotang",1966,"Spring",1966-04-08,1966-04-18,1966-04-24,"Success (subpeak)",6100,6,0,4,0,FALSE,NA
"2914","KTEG55301","KTEG","Kangtega",1955,"Autumn",NA,1955-11-14,NA,"Success (subpeak)",6250,1,0,1,0,FALSE,NA
"2915","KUSU78301","KUSU","Kusum Kanguru",1978,"Autumn",NA,1978-10-30,NA,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6150,6,0,2,0,FALSE,NA
"2916","KUSU79301","KUSU","Kusum Kanguru",1979,"Autumn",1979-09-13,1979-09-16,1979-09-18,"Success (subpeak)",6350,3,0,0,0,FALSE,NA
"2917","KUSU79302","KUSU","Kusum Kanguru",1979,"Autumn",NA,NA,NA,"Bad weather (storms, high winds)",6200,4,0,0,0,FALSE,NA
"2918","KUSU79303","KUSU","Kusum Kanguru",1979,"Autumn",1979-10-09,1979-10-21,NA,"Success (subpeak)",6350,5,0,0,0,FALSE,NA
"2919","KUSU79304","KUSU","Kusum Kanguru",1979,"Autumn",NA,NA,NA,"Attempt rumoured",NA,0,0,0,0,FALSE,NA
"2920","KUSU80301","KUSU","Kusum Kanguru",1980,"Autumn",1980-11-25,1980-11-27,1980-11-29,"Illness, AMS, exhaustion, or frostbite",5300,3,0,0,0,FALSE,NA
"2921","KUSU81302","KUSU","Kusum Kanguru",1981,"Autumn",NA,1981-10-07,NA,"Success (main peak)",6370,1,0,0,0,FALSE,NA
"2922","KUSU81301","KUSU","Kusum Kanguru",1981,"Autumn",1981-10-12,1981-10-21,NA,"Success (main peak)",6370,8,0,0,0,FALSE,NA
"2923","KUSU83301","KUSU","Kusum Kanguru",1983,"Autumn",1983-09-04,1983-09-16,1983-09-18,"Success (subpeak)",6356,4,0,0,0,FALSE,NA
"2924","KUSU83302","KUSU","Kusum Kanguru",1983,"Autumn",1983-10-06,1983-10-15,1983-10-19,"Success (main peak)",6370,7,0,0,0,FALSE,NA
"2925","KUSU88301","KUSU","Kusum Kanguru",1988,"Autumn",1988-10-06,1988-10-23,NA,"Success (main peak)",6370,3,0,6,0,FALSE,"Mountain Travel"
"2926","KUSU91101","KUSU","Kusum Kanguru",1991,"Spring",NA,NA,NA,"Success (main peak)",6370,1,0,0,0,FALSE,"None"
"2927","KUSU91301","KUSU","Kusum Kanguru",1991,"Autumn",NA,NA,NA,"Accident (death or serious injury)",NA,2,1,0,0,FALSE,"None"
"2928","KUSU91302","KUSU","Kusum Kanguru",1991,"Autumn",NA,1991-11-05,NA,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6350,1,0,0,0,FALSE,"None"
"2929","KUSU91303","KUSU","Kusum Kanguru",1991,"Autumn",NA,1991-11-20,NA,"Success (main peak)",6370,3,0,0,0,FALSE,"None"
"2930","LAMJ55201","LAMJ","Lamjung Himal",1955,"Summer",NA,NA,NA,"Did not attempt climb",NA,4,0,0,0,FALSE,NA
"2931","LANG49201","LANG","Langtang Lirung",1949,"Summer",NA,NA,NA,"Did not attempt climb",5790,3,0,0,0,FALSE,NA
"2932","LANG59301","LANG","Langtang Lirung",1959,"Autumn",NA,NA,NA,"Did not attempt climb",5800,6,0,0,0,FALSE,NA
"2933","LANG61101","LANG","Langtang Lirung",1961,"Spring",1961-04-08,NA,1961-05-13,"Accident (death or serious injury)",6450,6,2,5,1,FALSE,NA
"2934","LEON55101","LEON","Leonpo Gang",1955,"Spring",1955-04-22,NA,NA,"Did not attempt climb",NA,3,0,5,0,FALSE,NA
"2935","LEON57101","LEON","Leonpo Gang",1957,"Spring",1957-04-14,1957-04-30,1957-05-04,"Accident (death or serious injury)",6100,6,1,6,2,FALSE,NA
"2936","LEON58101","LEON","Leonpo Gang",1958,"Spring",1958-04-27,1958-05-10,1958-05-23,"Route technically too difficult, lack of experience, strength, or motivation",4900,4,0,3,0,FALSE,NA
"2937","LEON60101","LEON","Leonpo Gang",1960,"Spring",1960-04-18,1960-05-07,1960-05-31,"Bad weather (storms, high winds)",6799,8,0,9,0,FALSE,NA
"2938","LEON61101","LEON","Leonpo Gang",1961,"Spring",1961-04-15,1961-05-13,1961-05-24,"Bad weather (storms, high winds)",7050,13,0,13,0,FALSE,NA
"2939","LEON62101","LEON","Leonpo Gang",1962,"Spring",1962-03-24,1962-05-03,1962-05-17,"Success (main peak)",6979,8,0,9,0,FALSE,NA
"2940","LHAS62101","LHAS","Lha Shamma",1962,"Spring",NA,1962-05-14,NA,"Success (main peak)",6412,6,0,7,0,FALSE,NA
"2941","LHAS64301","LHAS","Lha Shamma",1964,"Autumn",NA,NA,NA,"Bad weather (storms, high winds)",6250,5,0,3,0,FALSE,NA
"2942","LHOT86302","LHOT","Lhotse",1986,"Autumn",NA,NA,NA,"Did not attempt climb",NA,25,0,0,0,FALSE,NA
"2943","LHOT86303","LHOT","Lhotse",1986,"Autumn",NA,NA,NA,"Did not attempt climb",NA,4,0,0,0,FALSE,"Everest Trekking"
"2944","LHOT87302","LHOT","Lhotse",1987,"Autumn",NA,NA,NA,"Did not attempt climb",NA,15,0,0,0,FALSE,"Mountain Travel"
"2945","LHOT90101","LHOT","Lhotse",1990,"Spring",1990-04-01,1990-05-13,1990-05-18,"Success (main peak)",8516,5,0,18,0,TRUE,"Mountain Travel"
"2946","LHOT91302","LHOT","Lhotse",1991,"Autumn",1991-08-27,1991-10-04,1991-10-07,"Illness, AMS, exhaustion, or frostbite",7650,6,0,0,0,FALSE,"Himalaya Expeditions"
"2947","MUKT54301","MUKT","Mukut Himal",1954,"Autumn",NA,NA,NA,"Bad weather (storms, high winds)",6100,1,0,1,0,FALSE,NA
"2948","LNPO09301","LNPO","Langpo",1909,"Autumn",NA,1909-09-14,NA,"Success (main peak)",6965,1,0,0,0,FALSE,NA
"2949","LNPO39101","LNPO","Langpo",1939,"Spring",NA,1939-08-19,NA,"Success (subpeak)",6900,3,0,6,0,FALSE,NA
"2950","LOBE55301","LOBE","Lobuje East",1955,"Autumn",NA,1955-10-30,NA,"Success (subpeak)",6080,3,0,4,0,FALSE,NA
"2951","LOBE79101","LOBE","Lobuje East",1979,"Spring",NA,1979-05-01,NA,"Success (main peak)",6090,6,0,0,0,FALSE,NA
"2952","LOBE84302","LOBE","Lobuje East",1984,"Autumn",1984-10-14,1984-10-27,NA,"Success (main peak)",6090,4,0,0,0,FALSE,NA
"2953","LOBE89401","LOBE","Lobuje East",1989,"Winter",NA,1989-12-18,NA,"Success (main peak)",6090,4,0,0,0,FALSE,NA
"2954","LSHR55101","LSHR","Lhotse Shar",1955,"Spring",NA,NA,NA,"Did not attempt climb",NA,2,0,0,0,FALSE,NA
"2955","LSHR58301","LSHR","Lhotse Shar",1958,"Autumn",NA,NA,NA,"Did not attempt climb",NA,6,0,0,0,FALSE,NA
"2956","LSHR60301","LSHR","Lhotse Shar",1960,"Autumn",NA,NA,NA,"Route technically too difficult, lack of experience, strength, or motivation",6700,4,0,0,0,FALSE,NA
"2957","LSHR71101","LSHR","Lhotse Shar",1971,"Spring",NA,1971-05-13,NA,"Other",8000,3,0,1,0,FALSE,NA
"2958","LSIS73301","LSIS","Langshisa Ri",1973,"Autumn",NA,1973-10-19,NA,"Accident (death or serious injury)",4700,5,3,0,0,FALSE,NA
"2959","MACH56101","MACH","Machhapuchhare",1956,"Spring",NA,NA,NA,"Did not attempt climb",NA,1,0,0,0,FALSE,NA
"2960","MACH57101","MACH","Machhapuchhare",1957,"Spring",1957-04-24,1957-06-02,NA,"Route technically too difficult, lack of experience, strength, or motivation",6950,5,0,4,0,FALSE,NA
"2961","BTAK60101","BTAK","Bhairab Takura",1960,"Spring",1960-04-18,1960-05-07,1960-05-31,"Success (main peak)",6799,3,0,1,0,FALSE,NA
"2962","MAK254101","MAK2","Makalu II",1954,"Spring",NA,1954-05-13,NA,"Illness, AMS, exhaustion, or frostbite",7000,10,0,15,0,TRUE,NA
"2963","MAK254301","MAK2","Makalu II",1954,"Autumn",1954-09-15,1954-10-22,NA,"Success (main peak)",7678,2,0,2,0,FALSE,NA
"2964","MAK271301","MAK2","Makalu II",1971,"Autumn",NA,1971-10-15,NA,"Accident (death or serious injury)",7300,0,1,1,0,FALSE,NA
"2965","MAK280301","MAK2","Makalu II",1980,"Autumn",1980-09-16,1980-10-05,1980-10-22,"Success (main peak)",7678,5,0,0,0,FALSE,NA
"2966","MAK281102","MAK2","Makalu II",1981,"Spring",1981-03-25,1981-05-16,NA,"Success (main peak)",7678,6,0,0,0,FALSE,NA
"2967","MAK291101","MAK2","Makalu II",1991,"Spring",1991-04-05,1991-04-29,1991-05-02,"Success (main peak)",7678,2,0,0,0,FALSE,NA
"2968","MAK291301","MAK2","Makalu II",1991,"Autumn",1991-08-26,1991-09-15,1991-10-02,"Success (main peak)",7678,3,0,0,0,FALSE,"Kunga"
"2969","MAK294101","MAK2","Makalu II",1994,"Spring",1994-04-02,1994-05-02,NA,"Success (main peak)",7678,2,0,2,0,FALSE,"Above the Clouds"
"2970","MAKA34101","MAKA","Makalu",1934,"Spring",NA,NA,NA,"Did not attempt climb",NA,0,0,0,0,FALSE,NA
"2971","MAKA54101","MAKA","Makalu",1954,"Spring",1954-04-04,1954-06-02,1954-06-08,"Bad weather (storms, high winds)",7150,10,0,12,0,TRUE,NA
"2972","MAKA54102","MAKA","Makalu",1954,"Spring",NA,1954-05-15,NA,"Illness, AMS, exhaustion, or frostbite",7000,10,0,15,0,FALSE,NA
"2973","MAKA54301","MAKA","Makalu",1954,"Autumn",1954-09-15,1954-10-30,NA,"Bad weather (storms, high winds)",7800,8,0,11,1,TRUE,NA
